module	Gene	Cluster	MappedGroup
DMG5_0	SOX6	1	DMG
DMG5_0	PLP1	1	DMG
DMG5_0	OLIG1	1	DMG
DMG5_0	BCAN	1	DMG
DMG5_0	SIRT2	1	DMG
DMG5_0	AQP1	1	DMG
DMG5_0	ZNF488	1	DMG
DMG5_0	NCAN	1	DMG
DMG5_0	CNTN1	1	DMG
DMG5_0	SNORC	1	DMG
DMG5_0	GPR17	1	DMG
DMG5_0	OLIG2	1	DMG
DMG5_0	SMOC1	1	DMG
DMG5_0	BCAS1	1	DMG
DMG5_0	PHYHIPL	1	DMG
DMG5_0	PCP4	1	DMG
DMG5_0	MBP	1	DMG
DMG5_0	TNR	1	DMG
DMG5_0	EDNRB	1	DMG
DMG5_0	TIMP4	1	DMG
DMG5_0	SNX22	1	DMG
DMG5_0	MOG	1	DMG
DMG5_0	CSPG5	1	DMG
DMG5_0	HBA2	1	DMG
DMG5_0	TUBB4A	1	DMG
DMG5_0	COL9A3	1	DMG
DMG5_0	HBA1	1	DMG
DMG5_0	PRL	1	DMG
DMG5_0	HBB	1	DMG
DMG5_0	BEX1	1	DMG
DMG5_0	HES5	1	DMG
DMG5_0	LINC00844	1	DMG
DMG5_0	ASCL1	1	DMG
DMG5_0	COL11A2	1	DMG
DMG5_0	PLPPR1	1	DMG
DMG5_0	KCNJ10	1	DMG
DMG5_0	OMG	1	DMG
DMG5_0	SOX10	1	DMG
DMG5_0	LINC02283	1	DMG
DMG5_0	ATP1A2	1	DMG
DMG5_0	GPR37L1	1	DMG
DMG5_0	WFDC1	1	DMG
DMG5_0	SEMA6D	1	DMG
DMG5_0	NKAIN4	1	DMG
DMG5_0	CMTM5	1	DMG
DMG5_0	TMEM132B	1	DMG
DMG5_0	LINC01579	1	DMG
DMG5_0	SEZ6L	1	DMG
DMG5_0	TMEM108	1	DMG
DMG5_0	PLLP	1	DMG
DMG5_1	PLA2G2A	2	DMG
DMG5_1	FCGBP	2	DMG
DMG5_1	CCL2	2	DMG
DMG5_1	EFEMP1	2	DMG
DMG5_1	CD163	2	DMG
DMG5_1	F13A1	2	DMG
DMG5_1	STAB1	2	DMG
DMG5_1	VSIG4	2	DMG
DMG5_1	MS4A6A	2	DMG
DMG5_1	LAIR1	2	DMG
DMG5_1	PLAU	2	DMG
DMG5_1	GPR34	2	DMG
DMG5_1	HAS2	2	DMG
DMG5_1	SCIN	2	DMG
DMG5_1	CYBB	2	DMG
DMG5_1	CPVL	2	DMG
DMG5_1	MS4A7	2	DMG
DMG5_1	HLA-DMB	2	DMG
DMG5_1	RASD1	2	DMG
DMG5_1	LRRN3	2	DMG
DMG5_1	SLC34A2	2	DMG
DMG5_1	LTF	2	DMG
DMG5_1	CXCL12	2	DMG
DMG5_1	FYB1	2	DMG
DMG5_1	ADAP2	2	DMG
DMG5_1	ABCC3	2	DMG
DMG5_1	MS4A4A	2	DMG
DMG5_1	CD4	2	DMG
DMG5_1	C21orf62	2	DMG
DMG5_1	CYP19A1	2	DMG
DMG5_1	LCP2	2	DMG
DMG5_1	CEBPA	2	DMG
DMG5_1	NCKAP1L	2	DMG
DMG5_1	FGL2	2	DMG
DMG5_1	ABI3	2	DMG
DMG5_1	LAT2	2	DMG
DMG5_1	ACTG2	2	DMG
DMG5_1	PIRT	2	DMG
DMG5_1	PRF1	2	DMG
DMG5_1	TNFSF13	2	DMG
DMG5_1	STON1	2	DMG
DMG5_1	MERTK	2	DMG
DMG5_1	POU2F2	2	DMG
DMG5_1	SKAP2	2	DMG
DMG5_1	GASK1B	2	DMG
DMG5_1	TNFSF10	2	DMG
DMG5_1	ALOX5	2	DMG
DMG5_1	ADAMTS4	2	DMG
DMG5_1	TBXAS1	2	DMG
DMG5_1	CYB561D2	2	DMG
DMG5_2	PPDPFL	2	DMG
DMG5_2	OLFM1	2	DMG
DMG5_2	CHPF	2	DMG
DMG5_2	GAPDH	2	DMG
DMG5_2	VEGFA	2	DMG
DMG5_2	NDUFA4L2	2	DMG
DMG5_2	IGFBP2	2	DMG
DMG5_2	MT3	2	DMG
DMG5_2	STMN4	2	DMG
DMG5_2	CABP1	2	DMG
DMG5_2	ZNF395	2	DMG
DMG5_2	NDRG1	2	DMG
DMG5_2	CA9	2	DMG
DMG5_2	FKBP9	2	DMG
DMG5_2	ARRDC3	2	DMG
DMG5_2	PCDH8	2	DMG
DMG5_2	NUPR1	2	DMG
DMG5_2	ENO2	2	DMG
DMG5_2	ADM	2	DMG
DMG5_2	CLEC2B	2	DMG
DMG5_2	OBSL1	2	DMG
DMG5_2	CCND1	2	DMG
DMG5_2	BNIP3	2	DMG
DMG5_2	SLC2A3	2	DMG
DMG5_2	SULF2	2	DMG
DMG5_2	SLC2A1	2	DMG
DMG5_2	HILPDA	2	DMG
DMG5_2	PDE4D	2	DMG
DMG5_2	SNHG12	2	DMG
DMG5_2	NECTIN1	2	DMG
DMG5_2	MT1H	2	DMG
DMG5_2	NQO1	2	DMG
DMG5_2	PDK1	2	DMG
DMG5_2	MT1G	2	DMG
DMG5_2	FOSL2	2	DMG
DMG5_2	VGF	2	DMG
DMG5_2	NUMA1	2	DMG
DMG5_2	NXPH4	2	DMG
DMG5_2	CCN4	2	DMG
DMG5_2	WWP2	2	DMG
DMG5_2	HK2	2	DMG
DMG5_2	P4HA1	2	DMG
DMG5_2	BEND5	2	DMG
DMG5_2	GTPBP8	2	DMG
DMG5_2	NT5C3A	2	DMG
DMG5_2	EGLN3	2	DMG
DMG5_2	ARG2	2	DMG
DMG5_2	SYNPO	2	DMG
DMG5_2	MCHR1	2	DMG
DMG5_2	KDM3A	2	DMG
DMG5_3	C1QL4	3	DMG
DMG5_3	NMU	3	DMG
DMG5_3	VPS13B-DT	3	DMG
DMG5_3	FAM181A	3	DMG
DMG5_3	MVK	3	DMG
DMG5_3	GDPD2	3	DMG
DMG5_3	EID2	3	DMG
DMG5_3	SLIT1	3	DMG
DMG5_3	NEIL2	3	DMG
DMG5_3	BBOX1	3	DMG
DMG5_3	U2AF1L4	3	DMG
DMG5_3	CASTOR3	3	DMG
DMG5_3	SLC25A22	3	DMG
DMG5_3	CA3	3	DMG
DMG5_3	FAHD2B	3	DMG
DMG5_3	IGLC2	3	DMG
DMG5_3	KLC2	3	DMG
DMG5_3	ELAVL4	3	DMG
DMG5_3	PLCD1	3	DMG
DMG5_3	RCBTB1	3	DMG
DMG5_3	GAL3ST3	3	DMG
DMG5_3	DYRK1B	3	DMG
DMG5_3	PCCA	3	DMG
DMG5_3	MYBPH	3	DMG
DMG5_3	CASTOR2	3	DMG
DMG5_3	RAB3IP	3	DMG
DMG5_3	PLA2G5	3	DMG
DMG5_3	KCTD6	3	DMG
DMG5_3	FGF2	3	DMG
DMG5_3	TOR1B	3	DMG
DMG5_3	KIAA0513	3	DMG
DMG5_3	KPTN	3	DMG
DMG5_3	DBP	3	DMG
DMG5_3	AHCYL2	3	DMG
DMG5_3	RPAP1	3	DMG
DMG5_3	EXTL3	3	DMG
DMG5_3	UPF3B	3	DMG
DMG5_3	DPEP1	3	DMG
DMG5_3	TIAM2	3	DMG
DMG5_3	STUM	3	DMG
DMG5_4	AP002852.1	2	DMG
DMG5_4	CXCL8	2	DMG
DMG5_4	GPRC5A	2	DMG
DMG5_4	PLIN2	2	DMG
DMG5_4	AKAP12	2	DMG
DMG5_4	SLC2A11	2	DMG
DMG5_4	TREM1	2	DMG
DMG5_4	ERRFI1	2	DMG
DMG5_4	STC2	2	DMG
DMG5_4	PTGS2	2	DMG
DMG5_4	C15orf48	2	DMG
DMG5_4	ANG	2	DMG
DMG5_4	PTGES	2	DMG
DMG5_4	MAFF	2	DMG
DMG5_4	INSIG1	2	DMG
DMG5_4	BIRC3	2	DMG
DMG5_4	BEND7	2	DMG
DMG5_4	RNASE4	2	DMG
DMG5_4	SLAMF9	2	DMG
DMG5_4	LOX	2	DMG
DMG5_4	IL6	2	DMG
DMG5_4	GEM	2	DMG
DMG5_4	CCL28	2	DMG
DMG5_4	DUSP10	2	DMG
DMG5_4	CITED2	2	DMG
DMG5_4	C5orf46	2	DMG
DMG5_4	SPAG4	2	DMG
DMG5_4	CXCL6	2	DMG
DMG5_4	CXCL1	2	DMG
DMG5_4	C22orf42	2	DMG
DMG5_4	DUSP4	2	DMG
DMG5_4	LINC01358	2	DMG
DMG5_4	GDF15	2	DMG
DMG5_4	SLC6A6	2	DMG
DMG5_4	SFRP4	2	DMG
DMG5_4	SLN	2	DMG
DMG5_4	HSPA6	2	DMG
DMG5_6	PLVAP	2	DMG
DMG5_6	SIGLEC10	2	DMG
DMG5_6	FP565260.1	2	DMG
DMG5_6	LDLR	2	DMG
DMG5_6	HBEGF	2	DMG
DMG5_6	IGHA1	2	DMG
DMG5_6	GPR4	2	DMG
DMG5_6	ADCY7	2	DMG
DMG5_6	SUSD3	2	DMG
DMG5_6	SLC2A6	2	DMG
DMG5_6	TM6SF1	2	DMG
DMG5_6	CYTH4	2	DMG
DMG5_6	MSMP	2	DMG
DMG5_6	GIMAP6	2	DMG
DMG5_6	CNR1	2	DMG
DMG5_6	FAM20A	2	DMG
DMG5_6	GJA4	2	DMG
DMG5_6	JAG2	2	DMG
DMG5_6	NXPH1	2	DMG
DMG5_6	SNAPC4	2	DMG
DMG5_6	ARHGAP9	2	DMG
DMG5_6	FST	2	DMG
DMG5_6	REEP4	2	DMG
DMG5_6	FOLR2	2	DMG
DMG5_6	CIITA	2	DMG
DMG5_6	HS3ST3B1	2	DMG
DMG5_6	TOR2A	2	DMG
DMG5_6	GLI3	2	DMG
DMG5_6	IL10RA	2	DMG
DMG5_6	DMPK	2	DMG
DMG5_6	CD33	2	DMG
DMG5_6	ATAD3B	2	DMG
DMG5_6	CD84	2	DMG
DMG5_6	DOK3	2	DMG
DMG5_6	PTGS1	2	DMG
DMG5_6	ADGRE2	2	DMG
DMG5_6	KIF2C	2	DMG
DMG5_6	TLR2	2	DMG
DMG5_6	CSF3R	2	DMG
DMG5_6	ITGAL	2	DMG
DMG5_6	NOL6	2	DMG
DMG5_6	SLC31A2	2	DMG
DMG5_6	AL445524.1	2	DMG
DMG5_6	SLAMF8	2	DMG
DMG5_8	ISG15	1	DMG
DMG5_8	GPR171	1	DMG
DMG5_8	IFIT1	1	DMG
DMG5_8	PI16	1	DMG
DMG5_8	MX1	1	DMG
DMG5_8	RSAD2	1	DMG
DMG5_8	SIGLEC1	1	DMG
DMG5_8	MAG	1	DMG
DMG5_8	ATP13A4	1	DMG
DMG5_8	BTBD17	1	DMG
DMG5_8	ELFN2	1	DMG
DMG5_8	FERMT1	1	DMG
DMG5_8	AL359091.1	1	DMG
DMG5_8	EXTL1	1	DMG
DMG5_8	CCER2	1	DMG
DMG5_8	GAL3ST1	1	DMG
DMG5_8	PCDH15	1	DMG
DMG5_8	COL9A1	1	DMG
DMG5_8	CXCL10	1	DMG
DMG5_8	RLBP1	1	DMG
DMG5_8	LINC01301	1	DMG
DMG5_8	ASIC1	1	DMG
DMG5_8	KIF21B	1	DMG
DMG5_8	TTC9B	1	DMG
DMG5_8	AL450345.1	1	DMG
DMG5_8	PLAAT1	1	DMG
DMG5_8	KY	1	DMG
DMG5_8	MIR9-3HG	1	DMG
DMG5_8	MX2	1	DMG
DMG5_8	KCNJ16	1	DMG
DMG5_8	GRIK2	1	DMG
DMG5_8	PLD4	1	DMG
DMG5_8	IFIH1	1	DMG
GBM1_0	PTGES3	1	GBM_IDH_MUT
GBM1_0	TOP2A	1	GBM_IDH_MUT
GBM1_0	GADD45G	1	GBM_IDH_MUT
GBM1_0	KLRC2	1	GBM_IDH_MUT
GBM1_0	NCAPD2	1	GBM_IDH_MUT
GBM1_0	AC022075.1	1	GBM_IDH_MUT
GBM1_0	CRABP1	1	GBM_IDH_MUT
GBM1_0	SULF1	1	GBM_IDH_MUT
GBM1_0	WIZ	1	GBM_IDH_MUT
GBM1_0	KIF5A	1	GBM_IDH_MUT
GBM1_0	ASCL1	1	GBM_IDH_MUT
GBM1_0	IGFBP5	1	GBM_IDH_MUT
GBM1_0	B4GALNT1	1	GBM_IDH_MUT
GBM1_0	BEST3	1	GBM_IDH_MUT
GBM1_0	INA	1	GBM_IDH_MUT
GBM1_0	FOXM1	1	GBM_IDH_MUT
GBM1_0	PHC1	1	GBM_IDH_MUT
GBM1_0	PEX5	1	GBM_IDH_MUT
GBM1_0	TPX2	1	GBM_IDH_MUT
GBM1_0	KCTD15	1	GBM_IDH_MUT
GBM1_0	CDT1	1	GBM_IDH_MUT
GBM1_0	RAD51AP1	1	GBM_IDH_MUT
GBM1_0	RND3	1	GBM_IDH_MUT
GBM1_0	RIMKLB	1	GBM_IDH_MUT
GBM1_0	CABP7	1	GBM_IDH_MUT
GBM1_0	MAD2L1	1	GBM_IDH_MUT
GBM1_0	RRM2	1	GBM_IDH_MUT
GBM1_0	NUF2	1	GBM_IDH_MUT
GBM1_0	FOXG1	1	GBM_IDH_MUT
GBM1_0	PPP2R3B	1	GBM_IDH_MUT
GBM1_0	CCNA2	1	GBM_IDH_MUT
GBM1_0	CD27-AS1	1	GBM_IDH_MUT
GBM1_0	CCNB2	1	GBM_IDH_MUT
GBM1_0	ZNF529	1	GBM_IDH_MUT
GBM1_0	FEV	1	GBM_IDH_MUT
GBM1_0	CDCA5	1	GBM_IDH_MUT
GBM1_0	BAZ2A	1	GBM_IDH_MUT
GBM1_0	NR4A1	1	GBM_IDH_MUT
GBM1_0	SAPCD2	1	GBM_IDH_MUT
GBM1_0	SBK1	1	GBM_IDH_MUT
GBM1_0	PENK	1	GBM_IDH_MUT
GBM1_0	CKAP2	1	GBM_IDH_MUT
GBM1_0	ZNF850	1	GBM_IDH_MUT
GBM1_0	CCNB1	1	GBM_IDH_MUT
GBM1_0	PRC1	1	GBM_IDH_MUT
GBM1_0	KIF2C	1	GBM_IDH_MUT
GBM1_0	AURKB	1	GBM_IDH_MUT
GBM1_0	ZFP82	1	GBM_IDH_MUT
GBM1_0	GSE1	1	GBM_IDH_MUT
GBM1_0	HAUS8	1	GBM_IDH_MUT
GBM1_1	GFAP	2	GBM_IDH_MUT
GBM1_1	CST3	2	GBM_IDH_MUT
GBM1_1	FTL	2	GBM_IDH_MUT
GBM1_1	APOC1	2	GBM_IDH_MUT
GBM1_1	MT3	2	GBM_IDH_MUT
GBM1_1	CD74	2	GBM_IDH_MUT
GBM1_1	SERPINA3	2	GBM_IDH_MUT
GBM1_1	PTGDS	2	GBM_IDH_MUT
GBM1_1	MT2A	2	GBM_IDH_MUT
GBM1_1	CTSD	2	GBM_IDH_MUT
GBM1_1	S100A6	2	GBM_IDH_MUT
GBM1_1	HLA-DRA	2	GBM_IDH_MUT
GBM1_1	FAM107A	2	GBM_IDH_MUT
GBM1_1	IFITM3	2	GBM_IDH_MUT
GBM1_1	C1QB	2	GBM_IDH_MUT
GBM1_1	HLA-DRB1	2	GBM_IDH_MUT
GBM1_1	AQP1	2	GBM_IDH_MUT
GBM1_1	GPNMB	2	GBM_IDH_MUT
GBM1_1	MAP1B	2	GBM_IDH_MUT
GBM1_1	ADIRF	2	GBM_IDH_MUT
GBM1_1	HLA-DPB1	2	GBM_IDH_MUT
GBM1_1	CYBA	2	GBM_IDH_MUT
GBM1_1	C1QA	2	GBM_IDH_MUT
GBM1_1	MGST1	2	GBM_IDH_MUT
GBM1_1	C1QC	2	GBM_IDH_MUT
GBM1_1	TYROBP	2	GBM_IDH_MUT
GBM1_1	CSRP1	2	GBM_IDH_MUT
GBM1_1	S100A13	2	GBM_IDH_MUT
GBM1_1	S100A10	2	GBM_IDH_MUT
GBM1_1	SELENOM	2	GBM_IDH_MUT
GBM1_1	MT1E	2	GBM_IDH_MUT
GBM1_1	CD44	2	GBM_IDH_MUT
GBM1_1	IFITM2	2	GBM_IDH_MUT
GBM1_1	HLA-DQB1	2	GBM_IDH_MUT
GBM1_1	S100A1	2	GBM_IDH_MUT
GBM1_1	IGHG1	2	GBM_IDH_MUT
GBM1_1	CCL18	2	GBM_IDH_MUT
GBM1_1	EMP3	2	GBM_IDH_MUT
GBM1_1	IL32	2	GBM_IDH_MUT
GBM1_1	PLAAT4	2	GBM_IDH_MUT
GBM1_1	CD14	2	GBM_IDH_MUT
GBM1_1	S100A4	2	GBM_IDH_MUT
GBM1_1	SLC1A2	2	GBM_IDH_MUT
GBM1_1	DEPP1	2	GBM_IDH_MUT
GBM1_1	HLA-DQA2	2	GBM_IDH_MUT
GBM1_1	MYBPC1	2	GBM_IDH_MUT
GBM1_1	MT1M	2	GBM_IDH_MUT
GBM1_1	CD163	2	GBM_IDH_MUT
GBM1_1	HLA-DQA1	2	GBM_IDH_MUT
GBM1_1	CFD	2	GBM_IDH_MUT
GBM1_2	DLX6-AS1	3	GBM_IDH_MUT
GBM1_2	IGFBP2	3	GBM_IDH_MUT
GBM1_2	PRAME	3	GBM_IDH_MUT
GBM1_2	ELAVL3	3	GBM_IDH_MUT
GBM1_2	TRH	3	GBM_IDH_MUT
GBM1_2	KLK6	3	GBM_IDH_MUT
GBM1_2	CNDP1	3	GBM_IDH_MUT
GBM1_2	ATCAY	3	GBM_IDH_MUT
GBM1_2	UHRF1	3	GBM_IDH_MUT
GBM1_2	CHI3L1	3	GBM_IDH_MUT
GBM1_2	PLPPR3	3	GBM_IDH_MUT
GBM1_2	FCGBP	3	GBM_IDH_MUT
GBM1_2	LMNB2	3	GBM_IDH_MUT
GBM1_2	WDR18	3	GBM_IDH_MUT
GBM1_2	TKTL1	3	GBM_IDH_MUT
GBM1_2	CERS4	3	GBM_IDH_MUT
GBM1_2	SCN3A	3	GBM_IDH_MUT
GBM1_2	HDGFL2	3	GBM_IDH_MUT
GBM1_2	SLC44A5	3	GBM_IDH_MUT
GBM1_2	CITED1	3	GBM_IDH_MUT
GBM1_2	CCK	3	GBM_IDH_MUT
GBM1_2	KDM5B	3	GBM_IDH_MUT
GBM1_2	CNN2	3	GBM_IDH_MUT
GBM1_2	EPHB1	3	GBM_IDH_MUT
GBM1_2	CDK18	3	GBM_IDH_MUT
GBM1_2	PLPP2	3	GBM_IDH_MUT
GBM1_2	NKX2-2	3	GBM_IDH_MUT
GBM1_2	FGFR2	3	GBM_IDH_MUT
GBM1_2	FSD1	3	GBM_IDH_MUT
GBM1_2	GRIA2	3	GBM_IDH_MUT
GBM1_2	ADGRL1	3	GBM_IDH_MUT
GBM1_2	LINC02381	3	GBM_IDH_MUT
GBM1_2	DOT1L	3	GBM_IDH_MUT
GBM1_2	ZNF254	3	GBM_IDH_MUT
GBM1_2	ADAM23	3	GBM_IDH_MUT
GBM1_2	HAGLROS	3	GBM_IDH_MUT
GBM1_2	NUDT11	3	GBM_IDH_MUT
GBM1_2	FAM217B	3	GBM_IDH_MUT
GBM1_2	POU3F4	3	GBM_IDH_MUT
GBM1_2	LOXL2	3	GBM_IDH_MUT
GBM1_2	MCCC1	3	GBM_IDH_MUT
GBM1_2	SEMA5A	3	GBM_IDH_MUT
GBM1_2	FAM126A	3	GBM_IDH_MUT
GBM1_2	DIRAS1	3	GBM_IDH_MUT
GBM1_2	REEP1	3	GBM_IDH_MUT
GBM1_2	LINC01234	3	GBM_IDH_MUT
GBM1_2	SMYD3	3	GBM_IDH_MUT
GBM1_2	INTS13	3	GBM_IDH_MUT
GBM1_2	ZNF317	3	GBM_IDH_MUT
GBM1_2	IGLC1	3	GBM_IDH_MUT
GBM1_3	LINC00645	1	GBM_IDH_MUT
GBM1_3	MFAP4	1	GBM_IDH_MUT
GBM1_3	LINC02308	1	GBM_IDH_MUT
GBM1_3	DIO2	1	GBM_IDH_MUT
GBM1_3	KCNN1	1	GBM_IDH_MUT
GBM1_3	TUBB8	1	GBM_IDH_MUT
GBM1_3	IQCN	1	GBM_IDH_MUT
GBM1_3	LRRC75A	1	GBM_IDH_MUT
GBM1_3	PGAM2	1	GBM_IDH_MUT
GBM1_3	FAM27C	1	GBM_IDH_MUT
GBM1_3	GPRIN1	1	GBM_IDH_MUT
GBM1_3	MEF2B	1	GBM_IDH_MUT
GBM1_3	SNCB	1	GBM_IDH_MUT
GBM1_3	AC138647.1	1	GBM_IDH_MUT
GBM1_3	NRSN1	1	GBM_IDH_MUT
GBM1_3	LHX3	1	GBM_IDH_MUT
GBM1_3	RPARP-AS1	1	GBM_IDH_MUT
GBM1_3	POPDC3	1	GBM_IDH_MUT
GBM1_3	COL20A1	1	GBM_IDH_MUT
GBM1_3	CDHR1	1	GBM_IDH_MUT
GBM1_3	AL031430.1	1	GBM_IDH_MUT
GBM1_3	KCNIP2	1	GBM_IDH_MUT
GBM1_3	NT5M	1	GBM_IDH_MUT
GBM1_3	HOXA10	1	GBM_IDH_MUT
GBM1_3	AC090692.1	1	GBM_IDH_MUT
GBM1_3	HOXA11-AS	1	GBM_IDH_MUT
GBM1_3	BRAF	1	GBM_IDH_MUT
GBM1_3	KCNK3	1	GBM_IDH_MUT
GBM1_3	AC020910.5	1	GBM_IDH_MUT
GBM1_3	GTF2IRD1	1	GBM_IDH_MUT
GBM1_3	ACTL6B	1	GBM_IDH_MUT
GBM1_3	FANCG	1	GBM_IDH_MUT
GBM1_3	CDC6	1	GBM_IDH_MUT
GBM1_3	PARP8	1	GBM_IDH_MUT
GBM1_3	PPRC1	1	GBM_IDH_MUT
GBM1_3	ALDH3B1	1	GBM_IDH_MUT
GBM1_3	TMEM254	1	GBM_IDH_MUT
GBM1_3	AC093673.1	1	GBM_IDH_MUT
GBM1_3	WTIP	1	GBM_IDH_MUT
GBM1_3	WNK2	1	GBM_IDH_MUT
GBM1_3	CENPM	1	GBM_IDH_MUT
GBM1_10	MIR4435-2HG	2	GBM_IDH_MUT
GBM1_10	CD248	2	GBM_IDH_MUT
GBM1_10	LAMC3	2	GBM_IDH_MUT
GBM1_10	CCDC3	2	GBM_IDH_MUT
GBM1_10	OLFML2A	2	GBM_IDH_MUT
GBM1_10	UACA	2	GBM_IDH_MUT
GBM1_10	SPRY4	2	GBM_IDH_MUT
GBM1_10	ECM1	2	GBM_IDH_MUT
GBM1_10	LRRC32	2	GBM_IDH_MUT
GBM1_10	MMP9	2	GBM_IDH_MUT
GBM1_10	PLVAP	2	GBM_IDH_MUT
GBM1_10	ADAMTSL2	2	GBM_IDH_MUT
GBM1_10	HIGD1B	2	GBM_IDH_MUT
GBM1_10	ESM1	2	GBM_IDH_MUT
GBM1_10	ITGA11	2	GBM_IDH_MUT
GBM1_10	SEMA3F	2	GBM_IDH_MUT
GBM1_10	PHLDA2	2	GBM_IDH_MUT
GBM1_10	ENPEP	2	GBM_IDH_MUT
GBM1_10	MMRN2	2	GBM_IDH_MUT
GBM1_10	HEYL	2	GBM_IDH_MUT
GBM1_10	ACE	2	GBM_IDH_MUT
GBM1_10	SPINK8	2	GBM_IDH_MUT
GBM1_10	OAF	2	GBM_IDH_MUT
